# x	y	u	v	flags	mask
7.6564e+00	8.5267e+00	8.3210e-01	-9.0134e-01	1.0000e+00	0.0000e+00
7.8740e+00	8.5267e+00	1.0832e+00	-9.8580e-01	1.0000e+00	0.0000e+00
8.0916e+00	8.5267e+00	9.7716e-01	-1.1467e+00	1.0000e+00	0.0000e+00
8.3092e+00	8.5267e+00	1.0939e+00	-1.3493e+00	1.0000e+00	0.0000e+00
8.5267e+00	8.5267e+00	1.1308e+00	-1.4001e+00	1.0000e+00	0.0000e+00
8.7443e+00	8.5267e+00	9.6860e-01	-1.3522e+00	1.0000e+00	0.0000e+00
8.9619e+00	8.5267e+00	9.8260e-01	-1.4239e+00	1.0000e+00	0.0000e+00
9.1794e+00	8.5267e+00	9.4660e-01	-1.3034e+00	1.0000e+00	0.0000e+00
9.3970e+00	8.5267e+00	-5.5304e+00	1.5697e+00	0.0000e+00	0.0000e+00
9.6146e+00	8.5267e+00	9.8430e-01	-1.5697e+00	1.0000e+00	0.0000e+00
9.8322e+00	8.5267e+00	8.8843e-01	-1.5963e+00	1.0000e+00	0.0000e+00
1.0050e+01	8.5267e+00	9.0414e-01	-1.6502e+00	1.0000e+00	0.0000e+00
1.0267e+01	8.5267e+00	1.4446e+00	-2.1508e+00	0.0000e+00	0.0000e+00
1.0485e+01	8.5267e+00	1.2241e+00	-2.1250e+00	0.0000e+00	0.0000e+00
1.0702e+01	8.5267e+00	1.0619e+00	-1.9747e+00	0.0000e+00	0.0000e+00
1.0920e+01	8.5267e+00	1.2076e+00	-1.8977e+00	0.0000e+00	0.0000e+00
1.1138e+01	8.5267e+00	1.0811e+00	-1.6954e+00	0.0000e+00	0.0000e+00
1.1355e+01	8.5267e+00	9.2761e-01	-1.6725e+00	0.0000e+00	0.0000e+00
1.1573e+01	8.5267e+00	1.1241e+00	-1.6233e+00	0.0000e+00	0.0000e+00
1.1790e+01	8.5267e+00	5.6291e-01	-1.5498e+00	0.0000e+00	0.0000e+00
1.2008e+01	8.5267e+00	9.6356e-01	-1.4058e+00	1.0000e+00	0.0000e+00
1.2225e+01	8.5267e+00	1.1943e+00	-1.1972e+00	0.0000e+00	0.0000e+00
1.2443e+01	8.5267e+00	1.2035e+00	-1.0488e+00	0.0000e+00	0.0000e+00
1.2661e+01	8.5267e+00	1.1662e+00	-7.4714e-01	0.0000e+00	0.0000e+00
1.2878e+01	8.5267e+00	1.1753e+00	-7.1391e-01	0.0000e+00	0.0000e+00
1.3096e+01	8.5267e+00	1.1315e+00	-9.9747e-01	0.0000e+00	0.0000e+00
1.3313e+01	8.5267e+00	1.0699e+00	-8.2801e-01	0.0000e+00	0.0000e+00
1.3531e+01	8.5267e+00	1.0425e+00	-8.3128e-01	0.0000e+00	0.0000e+00
1.3748e+01	8.5267e+00	1.1212e+00	-6.7445e-01	0.0000e+00	0.0000e+00
1.3966e+01	8.5267e+00	9.8904e-01	-6.5994e-01	0.0000e+00	0.0000e+00
1.4184e+01	8.5267e+00	8.9350e-01	-5.8711e-01	0.0000e+00	0.0000e+00
1.4401e+01	8.5267e+00	1.2541e+00	-4.6190e-01	0.0000e+00	0.0000e+00
1.4619e+01	8.5267e+00	1.1316e+00	-5.1163e-01	0.0000e+00	0.0000e+00
1.4836e+01	8.5267e+00	1.1277e+00	-6.4472e-01	0.0000e+00	0.0000e+00
1.5054e+01	8.5267e+00	9.9056e-01	-5.6803e-01	0.0000e+00	0.0000e+00
1.5271e+01	8.5267e+00	5.6543e-01	-1.5126e-01	0.0000e+00	0.0000e+00
1.5489e+01	8.5267e+00	1.0247e+00	-3.6461e-01	1.0000e+00	0.0000e+00
1.5707e+01	8.5267e+00	1.0095e+00	-2.9243e-01	1.0000e+00	0.0000e+00
1.5924e+01	8.5267e+00	9.2961e-01	-2.3973e-01	1.0000e+00	0.0000e+00
1.6142e+01	8.5267e+00	8.9708e-01	-1.9536e-01	1.0000e+00	0.0000e+00
1.6359e+01	8.5267e+00	1.0205e+00	-6.0742e-02	0.0000e+00	0.0000e+00
1.6577e+01	8.5267e+00	7.3763e-01	1.1814e-02	0.0000e+00	0.0000e+00
1.6794e+01	8.5267e+00	6.3557e-01	3.3214e-01	0.0000e+00	0.0000e+00
1.7012e+01	8.5267e+00	5.7075e-01	-4.2621e-02	0.0000e+00	0.0000e+00
1.7230e+01	8.5267e+00	3.0651e-01	1.6412e-01	0.0000e+00	0.0000e+00
1.7447e+01	8.5267e+00	3.8215e-01	3.0164e-02	0.0000e+00	0.0000e+00
1.7665e+01	8.5267e+00	1.4369e-01	3.5150e-01	0.0000e+00	0.0000e+00
1.7882e+01	8.5267e+00	3.0153e-01	3.1369e-01	0.0000e+00	0.0000e+00
1.8100e+01	8.5267e+00	1.8236e-02	3.2583e-01	0.0000e+00	0.0000e+00
1.8317e+01	8.5267e+00	3.1831e-01	3.9297e-01	0.0000e+00	0.0000e+00
1.8535e+01	8.5267e+00	-3.7760e-01	-3.8592e-02	0.0000e+00	0.0000e+00
1.8753e+01	8.5267e+00	9.1425e-02	4.6449e-01	1.0000e+00	0.0000e+00
1.8970e+01	8.5267e+00	-2.5082e-02	5.4510e-01	0.0000e+00	0.0000e+00
1.9188e+01	8.5267e+00	2.1059e-01	5.0613e-01	0.0000e+00	0.0000e+00
1.9405e+01	8.5267e+00	3.7142e-02	4.2877e-01	0.0000e+00	0.0000e+00
1.9623e+01	8.5267e+00	-1.1258e-01	4.0228e-01	0.0000e+00	0.0000e+00
2.5901e-01	8.3092e+00	-3.4434e-01	-7.3660e-02	1.0000e+00	0.0000e+00
4.7659e-01	8.3092e+00	1.5396e+00	2.3148e+00	0.0000e+00	0.0000e+00
6.9416e-01	8.3092e+00	-4.9677e-01	-2.8833e-01	1.0000e+00	0.0000e+00
9.1173e-01	8.3092e+00	-5.8107e-01	-1.1516e-01	0.0000e+00	0.0000e+00
1.1293e+00	8.3092e+00	-5.8015e-01	-2.4358e-01	0.0000e+00	0.0000e+00
1.3469e+00	8.3092e+00	-6.6153e-01	-1.4792e+00	0.0000e+00	0.0000e+00
1.5644e+00	8.3092e+00	-1.1152e+00	4.8488e-02	0.0000e+00	0.0000e+00
1.7820e+00	8.3092e+00	-3.8936e-01	-4.6725e-01	1.0000e+00	0.0000e+00
1.9996e+00	8.3092e+00	8.3441e-02	-5.4855e-01	0.0000e+00	0.0000e+00
2.2172e+00	8.3092e+00	-2.0462e-01	-2.2935e-01	0.0000e+00	0.0000e+00
2.4347e+00	8.3092e+00	-9.0554e-01	-1.2700e-02	0.0000e+00	0.0000e+00
2.6523e+00	8.3092e+00	-8.6886e-01	4.3065e-01	0.0000e+00	0.0000e+00
2.8699e+00	8.3092e+00	-3.7896e-02	1.3763e-01	1.0000e+00	0.0000e+00
3.0874e+00	8.3092e+00	-1.9494e-01	2.0369e-01	1.0000e+00	0.0000e+00
3.3050e+00	8.3092e+00	-5.5508e-02	7.9551e-01	0.0000e+00	0.0000e+00
3.5226e+00	8.3092e+00	-5.4777e-01	1.1549e-01	1.0000e+00	0.0000e+00
3.7402e+00	8.3092e+00	-7.7900e-01	5.9281e-02	1.0000e+00	0.0000e+00
3.9577e+00	8.3092e+00	-1.5457e+00	-1.5016e+00	0.0000e+00	0.0000e+00
4.1753e+00	8.3092e+00	-1.1567e+00	-2.4662e-01	1.0000e+00	0.0000e+00
4.3929e+00	8.3092e+00	-2.7236e+00	-1.6182e+00	0.0000e+00	0.0000e+00
4.6104e+00	8.3092e+00	1.4568e+00	-1.4308e+00	0.0000e+00	0.0000e+00
4.8280e+00	8.3092e+00	-1.2504e+00	-8.5094e-01	1.0000e+00	0.0000e+00
5.0456e+00	8.3092e+00	-3.6638e+00	-1.4291e+00	0.0000e+00	0.0000e+00
5.2632e+00	8.3092e+00	-1.5883e+00	-1.4181e+00	0.0000e+00	0.0000e+00
5.4807e+00	8.3092e+00	-1.4996e+00	-1.1736e+00	1.0000e+00	0.0000e+00
5.6983e+00	8.3092e+00	-1.7022e+00	-1.1746e+00	1.0000e+00	0.0000e+00
5.9159e+00	8.3092e+00	-1.7716e+00	-1.1021e+00	1.0000e+00	0.0000e+00
6.1334e+00	8.3092e+00	-1.5823e+00	-1.5548e+00	0.0000e+00	0.0000e+00
6.3510e+00	8.3092e+00	-1.6673e+00	-7.6133e-01	1.0000e+00	0.0000e+00
6.5686e+00	8.3092e+00	-1.2675e+00	-5.5084e-01	1.0000e+00	0.0000e+00
6.7862e+00	8.3092e+00	-9.6166e-01	-4.1621e-01	1.0000e+00	0.0000e+00
7.0037e+00	8.3092e+00	-6.2950e-01	-3.9518e-01	1.0000e+00	0.0000e+00
7.2213e+00	8.3092e+00	-1.9156e-01	-3.9824e-01	1.0000e+00	0.0000e+00
7.4389e+00	8.3092e+00	1.3973e+00	1.3941e+00	0.0000e+00	0.0000e+00
7.6564e+00	8.3092e+00	4.2758e-01	-6.9314e-01	1.0000e+00	0.0000e+00
7.8740e+00	8.3092e+00	7.2087e-01	-8.0484e-01	1.0000e+00	0.0000e+00
8.0916e+00	8.3092e+00	6.8617e-01	-1.0355e+00	1.0000e+00	0.0000e+00
8.3092e+00	8.3092e+00	1.5297e+00	-8.4460e+00	0.0000e+00	0.0000e+00
8.5267e+00	8.3092e+00	1.4019e+00	-1.9310e+00	0.0000e+00	0.0000e+00
8.7443e+00	8.3092e+00	8.9095e-01	-1.4489e+00	1.0000e+00	0.0000e+00
8.9619e+00	8.3092e+00	5.1283e+00	-7.6577e+00	0.0000e+00	0.0000e+00
9.1794e+00	8.3092e+00	7.1737e-01	-5.5761e+00	0.0000e+00	0.0000e+00
9.3970e+00	8.3092e+00	9.9022e-01	-1.6533e+00	1.0000e+00	0.0000e+00
9.6146e+00	8.3092e+00	8.8297e-01	-1.5713e+00	0.0000e+00	0.0000e+00
9.8322e+00	8.3092e+00	1.2556e+00	-1.6810e+00	0.0000e+00	0.0000e+00
1.0050e+01	8.3092e+00	1.2826e+00	-1.9665e+00	0.0000e+00	0.0000e+00
1.0267e+01	8.3092e+00	1.4517e+00	-2.1650e+00	0.0000e+00	0.0000e+00
1.0485e+01	8.3092e+00	1.2348e+00	-2.1367e+00	0.0000e+00	0.0000e+00
1.0702e+01	8.3092e+00	1.1518e+00	-2.0289e+00	0.0000e+00	0.0000e+00
1.0920e+01	8.3092e+00	1.1844e+00	-2.0064e+00	0.0000e+00	0.0000e+00
1.1138e+01	8.3092e+00	1.0937e+00	-1.7383e+00	0.0000e+00	0.0000e+00
1.1355e+01	8.3092e+00	6.5804e-01	-1.8137e+00	0.0000e+00	0.0000e+00
1.1573e+01	8.3092e+00	4.6628e-01	-1.9046e+00	0.0000e+00	0.0000e+00
1.1790e+01	8.3092e+00	6.7517e-01	-1.6368e+00	0.0000e+00	0.0000e+00
1.2008e+01	8.3092e+00	9.1817e-01	-1.5392e+00	0.0000e+00	0.0000e+00
1.2225e+01	8.3092e+00	9.0320e-01	-1.2369e+00	0.0000e+00	0.0000e+00
1.2443e+01	8.3092e+00	1.0517e+00	-9.8985e-01	0.0000e+00	0.0000e+00
1.2661e+01	8.3092e+00	9.4285e-01	-9.9100e-01	1.0000e+00	0.0000e+00
1.2878e+01	8.3092e+00	1.1745e+00	-5.0189e-01	0.0000e+00	0.0000e+00
1.3096e+01	8.3092e+00	1.0559e+00	-7.7859e-01	0.0000e+00	0.0000e+00
1.3313e+01	8.3092e+00	9.4923e-01	-7.5784e-01	0.0000e+00	0.0000e+00
1.3531e+01	8.3092e+00	9.5843e-01	-6.5273e-01	0.0000e+00	0.0000e+00
1.3748e+01	8.3092e+00	1.1636e+00	-6.8036e-01	0.0000e+00	0.0000e+00
1.3966e+01	8.3092e+00	1.0365e+00	-6.2570e-01	0.0000e+00	0.0000e+00
1.4184e+01	8.3092e+00	9.0075e-01	-5.8999e-01	0.0000e+00	0.0000e+00
1.4401e+01	8.3092e+00	9.7841e-01	-5.3353e-01	1.0000e+00	0.0000e+00
1.4619e+01	8.3092e+00	1.1586e+00	-4.0088e-01	0.0000e+00	0.0000e+00
1.4836e+01	8.3092e+00	1.1663e+00	-3.9764e-01	0.0000e+00	0.0000e+00
1.5054e+01	8.3092e+00	7.4443e-01	3.0041e-02	0.0000e+00	0.0000e+00
1.5271e+01	8.3092e+00	5.7918e-01	9.0783e-02	0.0000e+00	0.0000e+00
1.5489e+01	8.3092e+00	1.1491e+00	-2.6381e-01	0.0000e+00	0.0000e+00
1.5707e+01	8.3092e+00	9.4001e-01	-2.5466e-01	1.0000e+00	0.0000e+00
1.5924e+01	8.3092e+00	8.7496e-01	-2.0327e-01	1.0000e+00	0.0000e+00
1.6142e+01	8.3092e+00	9.4051e-01	-5.6233e-02	0.0000e+00	0.0000e+00
1.6359e+01	8.3092e+00	8.9362e-01	-8.8195e-02	0.0000e+00	0.0000e+00
1.6577e+01	8.3092e+00	3.6027e-01	-2.3218e-01	0.0000e+00	0.0000e+00
1.6794e+01	8.3092e+00	5.9264e-01	-3.6776e-01	0.0000e+00	0.0000e+00
1.7012e+01	8.3092e+00	3.8667e-01	-1.2816e-01	0.0000e+00	0.0000e+00
1.7230e+01	8.3092e+00	3.4235e-01	-5.1395e-02	0.0000e+00	0.0000e+00
1.7447e+01	8.3092e+00	3.7458e-01	-8.9511e-03	0.0000e+00	0.0000e+00
1.7665e+01	8.3092e+00	3.3639e-01	-9.0473e-02	0.0000e+00	0.0000e+00
1.7882e+01	8.3092e+00	2.4112e-01	-1.2616e-01	0.0000e+00	0.0000e+00
1.8100e+01	8.3092e+00	1.6758e+00	4.9445e+00	0.0000e+00	0.0000e+00
1.8317e+01	8.3092e+00	-2.7655e-01	2.4365e-01	0.0000e+00	0.0000e+00
1.8535e+01	8.3092e+00	6.2434e-02	3.7290e-01	1.0000e+00	0.0000e+00
1.8753e+01	8.3092e+00	3.7681e-02	4.0571e-01	1.0000e+00	0.0000e+00
1.8970e+01	8.3092e+00	-1.2548e-01	4.2330e-01	0.0000e+00	0.0000e+00
1.9188e+01	8.3092e+00	1.3840e-01	6.1423e-01	0.0000e+00	0.0000e+00
1.9405e+01	8.3092e+00	2.9940e-02	4.8822e-01	0.0000e+00	0.0000e+00
1.9623e+01	8.3092e+00	-5.9190e-02	3.2952e-01	0.0000e+00	0.0000e+00
2.5901e-01	8.0916e+00	-1.2269e-03	-2.3625e-01	0.0000e+00	0.0000e+00
4.7659e-01	8.0916e+00	-2.9469e-01	-1.6730e-01	1.0000e+00	0.0000e+00
6.9416e-01	8.0916e+00	-1.5298e-02	-1.5886e-01	0.0000e+00	0.0000e+00
9.1173e-01	8.0916e+00	-5.8986e-01	-2.4692e-01	0.0000e+00	0.0000e+00
1.1293e+00	8.0916e+00	-4.9268e-01	-1.3323e-01	0.0000e+00	0.0000e+00
1.3469e+00	8.0916e+00	-9.2450e-01	-1.6357e-01	0.0000e+00	0.0000e+00
1.5644e+00	8.0916e+00	-1.1721e+00	-3.8086e-02	0.0000e+00	0.0000e+00
1.7820e+00	8.0916e+00	-5.5104e-01	-4.8187e-01	1.0000e+00	0.0000e+00
1.9996e+00	8.0916e+00	-3.9246e-01	-4.9993e-01	1.0000e+00	0.0000e+00
2.2172e+00	8.0916e+00	-2.8590e-01	-2.9792e-01	0.0000e+00	0.0000e+00
2.4347e+00	8.0916e+00	7.0317e-02	-4.2497e-01	1.0000e+00	0.0000e+00
2.6523e+00	8.0916e+00	-7.1395e-01	4.3818e-01	0.0000e+00	0.0000e+00
2.8699e+00	8.0916e+00	5.9052e-02	-3.1933e-01	1.0000e+00	0.0000e+00
3.0874e+00	8.0916e+00	-1.0810e-01	-3.0212e-01	1.0000e+00	0.0000e+00
3.3050e+00	8.0916e+00	-3.0454e-01	-3.4868e-01	1.0000e+00	0.0000e+00
3.5226e+00	8.0916e+00	-5.6777e-01	-3.3018e-01	1.0000e+00	0.0000e+00
3.7402e+00	8.0916e+00	-9.7014e-01	-3.7736e-01	1.0000e+00	0.0000e+00
3.9577e+00	8.0916e+00	-1.1188e+00	-5.3053e-01	1.0000e+00	0.0000e+00
4.1753e+00	8.0916e+00	-1.5315e+00	-1.5032e+00	0.0000e+00	0.0000e+00
4.3929e+00	8.0916e+00	-1.6270e+00	-1.5255e+00	0.0000e+00	0.0000e+00
4.6104e+00	8.0916e+00	-1.4111e+00	-9.9452e-01	1.0000e+00	0.0000e+00
4.8280e+00	8.0916e+00	-1.3860e+00	-1.1403e+00	1.0000e+00	0.0000e+00
5.0456e+00	8.0916e+00	-1.3963e+00	-1.2270e+00	1.0000e+00	0.0000e+00
5.2632e+00	8.0916e+00	-1.3987e+00	-1.2133e+00	1.0000e+00	0.0000e+00
5.4807e+00	8.0916e+00	-1.4925e+00	-1.4851e+00	0.0000e+00	0.0000e+00
5.6983e+00	8.0916e+00	-1.8264e+00	-1.2008e+00	1.0000e+00	0.0000e+00
5.9159e+00	8.0916e+00	-1.9168e+00	-1.1445e+00	1.0000e+00	0.0000e+00
6.1334e+00	8.0916e+00	-1.9191e+00	-9.8467e-01	1.0000e+00	0.0000e+00
6.3510e+00	8.0916e+00	-1.8892e+00	-7.9899e-01	1.0000e+00	0.0000e+00
6.5686e+00	8.0916e+00	-1.5456e+00	-6.2831e-01	1.0000e+00	0.0000e+00
6.7862e+00	8.0916e+00	-3.7427e+00	1.5344e+00	0.0000e+00	0.0000e+00
7.0037e+00	8.0916e+00	-1.4976e+00	1.5053e+00	0.0000e+00	0.0000e+00
7.2213e+00	8.0916e+00	-1.4877e+00	1.4760e+00	0.0000e+00	0.0000e+00
7.4389e+00	8.0916e+00	-2.2697e-01	-4.4518e-01	1.0000e+00	0.0000e+00
7.6564e+00	8.0916e+00	6.6590e-02	-7.1896e-01	1.0000e+00	0.0000e+00
7.8740e+00	8.0916e+00	3.9480e-01	-8.0652e-01	1.0000e+00	0.0000e+00
8.0916e+00	8.0916e+00	3.9887e-01	-9.7018e-01	1.0000e+00	0.0000e+00
8.3092e+00	8.0916e+00	6.2035e-01	-1.2784e+00	1.0000e+00	0.0000e+00
8.5267e+00	8.0916e+00	1.0778e+00	-1.4213e+00	0.0000e+00	0.0000e+00
8.7443e+00	8.0916e+00	7.3018e-01	-1.4056e+00	1.0000e+00	0.0000e+00
8.9619e+00	8.0916e+00	1.3792e+00	-6.6649e-01	0.0000e+00	0.0000e+00
9.1794e+00	8.0916e+00	1.1986e+00	-9.6492e-01	0.0000e+00	0.0000e+00
9.3970e+00	8.0916e+00	1.1649e+00	-1.3433e+00	0.0000e+00	0.0000e+00
9.6146e+00	8.0916e+00	1.4582e+00	-1.7039e+00	0.0000e+00	0.0000e+00
9.8322e+00	8.0916e+00	1.1247e+00	-1.7640e+00	0.0000e+00	0.0000e+00
1.0050e+01	8.0916e+00	1.1059e+00	-2.5601e+00	0.0000e+00	0.0000e+00
1.0267e+01	8.0916e+00	1.3808e+00	-2.2262e+00	0.0000e+00	0.0000e+00
1.0485e+01	8.0916e+00	1.1982e+00	-2.2533e+00	0.0000e+00	0.0000e+00
1.0702e+01	8.0916e+00	1.0748e+00	-1.9104e+00	0.0000e+00	0.0000e+00
1.0920e+01	8.0916e+00	1.2853e+00	-1.6327e+00	0.0000e+00	0.0000e+00
1.1138e+01	8.0916e+00	8.2923e-01	-2.0852e+00	0.0000e+00	0.0000e+00
1.1355e+01	8.0916e+00	6.6906e-01	-2.2606e+00	0.0000e+00	0.0000e+00
1.1573e+01	8.0916e+00	7.1591e-01	-1.6273e+00	1.0000e+00	0.0000e+00
1.1790e+01	8.0916e+00	7.4343e-01	-1.5679e+00	0.0000e+00	0.0000e+00
1.2008e+01	8.0916e+00	1.0372e+00	-1.3478e+00	0.0000e+00	0.0000e+00
1.2225e+01	8.0916e+00	8.2437e-01	-1.1773e+00	0.0000e+00	0.0000e+00
1.2443e+01	8.0916e+00	8.2975e-01	-1.0485e+00	1.0000e+00	0.0000e+00
1.2661e+01	8.0916e+00	9.1300e-01	-1.0206e+00	0.0000e+00	0.0000e+00
1.2878e+01	8.0916e+00	9.9986e-01	-8.6973e-01	0.0000e+00	0.0000e+00
1.3096e+01	8.0916e+00	9.9658e-01	-7.3021e-01	0.0000e+00	0.0000e+00
1.3313e+01	8.0916e+00	7.9509e-01	-6.7593e-01	0.0000e+00	0.0000e+00
1.3531e+01	8.0916e+00	1.0402e+00	-6.8470e-01	0.0000e+00	0.0000e+00
1.3748e+01	8.0916e+00	1.0532e+00	-6.2491e-01	0.0000e+00	0.0000e+00
1.3966e+01	8.0916e+00	9.0042e-01	-5.6744e-01	1.0000e+00	0.0000e+00
1.4184e+01	8.0916e+00	8.3655e-01	-5.0432e-01	0.0000e+00	0.0000e+00
1.4401e+01	8.0916e+00	5.4796e-01	-6.4659e-01	0.0000e+00	0.0000e+00
1.4619e+01	8.0916e+00	1.1579e+00	-6.5283e-01	0.0000e+00	0.0000e+00
1.4836e+01	8.0916e+00	9.7365e-01	-6.3484e-01	0.0000e+00	0.0000e+00
1.5054e+01	8.0916e+00	1.3027e+00	-5.6636e-01	0.0000e+00	0.0000e+00
1.5271e+01	8.0916e+00	7.0410e-01	-4.6314e-01	0.0000e+00	0.0000e+00
1.5489e+01	8.0916e+00	1.0236e+00	-6.4568e-02	0.0000e+00	0.0000e+00
1.5707e+01	8.0916e+00	8.6520e-01	-2.2649e-01	1.0000e+00	0.0000e+00
1.5924e+01	8.0916e+00	8.0977e-01	-1.9681e-01	1.0000e+00	0.0000e+00
1.6142e+01	8.0916e+00	7.6352e-01	-1.8224e-01	1.0000e+00	0.0000e+00
1.6359e+01	8.0916e+00	8.6665e-01	-5.6677e-02	0.0000e+00	0.0000e+00
1.6577e+01	8.0916e+00	4.0292e-01	-8.8320e-02	0.0000e+00	0.0000e+00
1.6794e+01	8.0916e+00	4.7265e-01	-1.2429e-01	0.0000e+00	0.0000e+00
1.7012e+01	8.0916e+00	3.5696e-01	-2.3188e-01	0.0000e+00	0.0000e+00
1.7230e+01	8.0916e+00	4.6070e-01	-1.9388e-01	0.0000e+00	0.0000e+00
1.7447e+01	8.0916e+00	3.6252e-01	-8.5256e-02	0.0000e+00	0.0000e+00
1.7665e+01	8.0916e+00	3.0529e-01	1.8748e-01	0.0000e+00	0.0000e+00
1.7882e+01	8.0916e+00	5.7133e-02	2.0063e-03	0.0000e+00	0.0000e+00
1.8100e+01	8.0916e+00	6.6997e-02	2.4650e-01	1.0000e+00	0.0000e+00
1.8317e+01	8.0916e+00	-1.9510e-01	1.4206e-01	0.0000e+00	0.0000e+00
1.8535e+01	8.0916e+00	-4.6843e-01	2.7157e-01	0.0000e+00	0.0000e+00
1.8753e+01	8.0916e+00	-1.5328e-01	2.2575e-01	0.0000e+00	0.0000e+00
1.8970e+01	8.0916e+00	-8.5885e-02	3.1514e-01	0.0000e+00	0.0000e+00
1.9188e+01	8.0916e+00	1.5804e-01	2.8403e-01	0.0000e+00	0.0000e+00
1.9405e+01	8.0916e+00	-9.7335e-02	1.4457e-01	0.0000e+00	0.0000e+00
1.9623e+01	8.0916e+00	-5.4729e-01	2.2818e-01	0.0000e+00	0.0000e+00
2.5901e-01	7.8740e+00	-2.2205e-01	-3.3002e-02	0.0000e+00	0.0000e+00
4.7659e-01	7.8740e+00	-2.6126e-01	-1.1811e-01	1.0000e+00	0.0000e+00
6.9416e-01	7.8740e+00	-3.4099e-01	-1.5963e-01	1.0000e+00	0.0000e+00
9.1173e-01	7.8740e+00	-1.0268e+00	-4.9850e-01	0.0000e+00	0.0000e+00
1.1293e+00	7.8740e+00	-1.0149e+00	-1.7118e-01	0.0000e+00	0.0000e+00
1.3469e+00	7.8740e+00	-9.4863e-01	3.3620e-02	0.0000e+00	0.0000e+00
1.5644e+00	7.8740e+00	-9.6814e-01	3.4515e-02	0.0000e+00	0.0000e+00
1.7820e+00	7.8740e+00	-6.6493e-01	-3.1224e-01	1.0000e+00	0.0000e+00
1.9996e+00	7.8740e+00	-7.0794e-01	6.0487e-03	0.0000e+00	0.0000e+00
2.2172e+00	7.8740e+00	-9.2058e-01	1.1437e-01	0.0000e+00	0.0000e+00
2.4347e+00	7.8740e+00	-1.6364e-01	-4.6884e-01	1.0000e+00	0.0000e+00
2.6523e+00	7.8740e+00	-9.4018e-01	3.3821e-01	0.0000e+00	0.0000e+00
2.8699e+00	7.8740e+00	-1.4423e-01	-5.6157e-01	1.0000e+00	0.0000e+00
3.0874e+00	7.8740e+00	-3.1636e-01	-6.1783e-01	1.0000e+00	0.0000e+00
3.3050e+00	7.8740e+00	-5.0438e-01	-7.3104e-01	1.0000e+00	0.0000e+00
3.5226e+00	7.8740e+00	-7.7589e-01	-7.6198e-01	1.0000e+00	0.0000e+00
3.7402e+00	7.8740e+00	-1.2254e+00	-8.4628e-01	1.0000e+00	0.0000e+00
3.9577e+00	7.8740e+00	-1.3381e+00	-1.0132e+00	1.0000e+00	0.0000e+00
4.1753e+00	7.8740e+00	-1.5264e+00	-1.0942e+00	1.0000e+00	0.0000e+00
4.3929e+00	7.8740e+00	-1.5973e+00	-1.5277e+00	0.0000e+00	0.0000e+00
4.6104e+00	7.8740e+00	-1.5562e+00	-1.5221e+00	0.0000e+00	0.0000e+00
4.8280e+00	7.8740e+00	-1.5610e+00	-1.5397e+00	0.0000e+00	0.0000e+00
5.0456e+00	7.8740e+00	-1.5584e+00	-1.5958e+00	0.0000e+00	0.0000e+00
5.2632e+00	7.8740e+00	-1.5904e+00	-1.5418e+00	0.0000e+00	0.0000e+00
5.4807e+00	7.8740e+00	-1.6445e+00	-1.3423e+00	1.0000e+00	0.0000e+00
5.6983e+00	7.8740e+00	-1.7605e+00	-1.2776e+00	1.0000e+00	0.0000e+00
5.9159e+00	7.8740e+00	-1.9109e+00	-1.2113e+00	1.0000e+00	0.0000e+00
6.1334e+00	7.8740e+00	-1.9496e+00	-1.0691e+00	1.0000e+00	0.0000e+00
6.3510e+00	7.8740e+00	-1.9146e+00	-8.4945e-01	1.0000e+00	0.0000e+00
6.5686e+00	7.8740e+00	-5.8408e+00	-2.2443e+00	0.0000e+00	0.0000e+00
6.7862e+00	7.8740e+00	-1.4308e+00	-5.3036e-01	1.0000e+00	0.0000e+00
7.0037e+00	7.8740e+00	-1.4879e+00	1.5625e+00	0.0000e+00	0.0000e+00
7.2213e+00	7.8740e+00	1.3885e+00	-1.5499e+00	0.0000e+00	0.0000e+00
7.4389e+00	7.8740e+00	1.2453e+00	-1.0755e+00	0.0000e+00	0.0000e+00
7.6564e+00	7.8740e+00	-3.1850e-01	-3.3056e+00	0.0000e+00	0.0000e+00
7.8740e+00	7.8740e+00	1.1052e-01	-7.4835e-01	1.0000e+00	0.0000e+00
8.0916e+00	7.8740e+00	1.7303e-01	-9.2236e-01	1.0000e+00	0.0000e+00
8.3092e+00	7.8740e+00	4.2622e-01	-1.2138e+00	1.0000e+00	0.0000e+00
8.5267e+00	7.8740e+00	1.1863e+00	-4.3931e-01	0.0000e+00	0.0000e+00
8.7443e+00	7.8740e+00	5.6608e-01	-1.5149e+00	1.0000e+00	0.0000e+00
8.9619e+00	7.8740e+00	1.1291e+00	-9.9506e-01	0.0000e+00	0.0000e+00
9.1794e+00	7.8740e+00	7.7481e-01	-1.6513e+00	1.0000e+00	0.0000e+00
9.3970e+00	7.8740e+00	1.2732e+00	-1.6532e+00	0.0000e+00	0.0000e+00
9.6146e+00	7.8740e+00	1.5238e+00	-1.8902e+00	0.0000e+00	0.0000e+00
9.8322e+00	7.8740e+00	1.1995e+00	-1.9969e+00	0.0000e+00	0.0000e+00
1.0050e+01	7.8740e+00	1.2613e+00	-2.1452e+00	0.0000e+00	0.0000e+00
1.0267e+01	7.8740e+00	1.1181e+00	-2.9208e+00	0.0000e+00	0.0000e+00
1.0485e+01	7.8740e+00	7.8393e-01	-2.7597e+00	0.0000e+00	0.0000e+00
